mae,max_abs,mse,n_values,rmse,task,time_group
0.0006899112087957594,0.013671517372131348,1.1556792610494384e-06,59392,0.0010750252374011685,PnPNovelFromCuttingboardToPanSplitA,t08_11
0.0007212370950027442,0.013094395399093628,1.2568673226611067e-06,59392,0.0011211009422264825,PnPNovelFromCuttingboardToPanSplitA,t12_15
0.0014103413407862296,0.08272910118103027,6.922202948628486e-06,59392,0.0026310079719811734,PnPNovelFromCuttingboardToPotSplitA,t00_03
0.0007419430444874001,0.020191341638565063,1.493468947803577e-06,59392,0.0012220756718810733,PnPNovelFromCuttingboardToPotSplitA,t04_07
0.0006785324146497569,0.02181444689631462,1.1302843582426658e-06,59392,0.0010631483237265936,PnPNovelFromCuttingboardToPotSplitA,t08_11
0.0007121235431776344,0.03579126298427582,1.2584269010394848e-06,59392,0.001121796283217004,PnPNovelFromCuttingboardToPotSplitA,t12_15
0.0012317126582054036,0.04992955923080444,4.079708286609378e-06,59392,0.002019828776557404,PnPNovelFromCuttingboardToTieredbasketSplitA,t00_03
0.00073612076916163,0.028830409049987793,1.5035090252232968e-06,59392,0.0012261765881076416,PnPNovelFromCuttingboardToTieredbasketSplitA,t04_07
0.0006747229958693977,0.012682978063821793,1.1015443718813794e-06,59392,0.001049544840338601,PnPNovelFromCuttingboardToTieredbasketSplitA,t08_11
0.000704424515650249,0.013161629438400269,1.188873164532679e-06,59392,0.001090354604948628,PnPNovelFromCuttingboardToTieredbasketSplitA,t12_15
0.0012851604465216509,0.03293070197105408,4.4660929218748075e-06,59392,0.002113313256920234,PnPNovelFromPlacematToBasketSplitA,t00_03
0.0007245600316471491,0.02034296840429306,1.3172638527589767e-06,59392,0.0011477211563611506,PnPNovelFromPlacematToBasketSplitA,t04_07
0.0006790277467261701,0.011682450771331787,1.1087452773859382e-06,59392,0.0010529697419137637,PnPNovelFromPlacematToBasketSplitA,t08_11
0.0007148321955445561,0.015547990798950195,1.2504362433622728e-06,59392,0.0011182290656937303,PnPNovelFromPlacematToBasketSplitA,t12_15
0.0011854694471517796,0.04886104166507721,3.683829560151355e-06,59392,0.0019193304978953872,PnPNovelFromPlacematToBowlSplitA,t00_03
0.0007206599218438837,0.0236797034740448,1.344238008734971e-06,59392,0.0011594127861702108,PnPNovelFromPlacematToBowlSplitA,t04_07
0.0006916062731772756,0.009605884552001953,1.145630854970059e-06,59392,0.00107034146652835,PnPNovelFromPlacematToBowlSplitA,t08_11
0.0007229465878953666,0.012867618352174759,1.2470008175549628e-06,59392,0.0011166919080726622,PnPNovelFromPlacematToBowlSplitA,t12_15
