mae,max_abs,mse,n_values,phase,rmse,task
0.003105413866184656,0.19467873871326447,3.1066209414811044e-05,248704,traj_q1,0.005573706972456576,PnPNovelFromPlateToCardboardboxSplitA
0.0034827388220653533,0.07911467552185059,3.422962914979936e-05,226896,traj_q2,0.005850609297312491,PnPNovelFromPlateToCardboardboxSplitA
0.003101482764647873,0.07810801267623901,2.581368383910076e-05,243136,traj_q3,0.005080716862717383,PnPNovelFromPlateToCardboardboxSplitA
0.0032122718870965447,0.11166170239448547,2.9470547177800043e-05,231536,traj_q4,0.005428678216453803,PnPNovelFromPlateToCardboardboxSplitA
0.0031859274871742557,0.12681688368320465,3.353784209027933e-05,244528,traj_q1,0.005791186587417067,PnPNovelFromPlateToPanSplitA
0.0034274942688857176,0.16904056072235107,3.3899882725190607e-05,231072,traj_q2,0.0058223605801419245,PnPNovelFromPlateToPanSplitA
0.003074486446745964,0.06970518827438354,2.53056429510597e-05,241744,traj_q3,0.005030471444214717,PnPNovelFromPlateToPanSplitA
0.0030024931070525185,0.08101637661457062,2.3795526951417768e-05,232928,traj_q4,0.004878065902734174,PnPNovelFromPlateToPanSplitA
0.0031627005662162805,0.14136725664138794,3.138526768587734e-05,240816,traj_q1,0.005602255589124558,PnPNovelFromPlateToPlateSplitA
0.0034480267920978104,0.10064691305160522,3.376936308844591e-05,237104,traj_q2,0.0058111412896647,PnPNovelFromPlateToPlateSplitA
0.002960102973797729,0.05313706398010254,2.275505878416989e-05,233856,traj_q3,0.004770226282281574,PnPNovelFromPlateToPlateSplitA
0.0030474882506656624,0.057101860642433167,2.498481182920927e-05,238496,traj_q4,0.004998480952170296,PnPNovelFromPlateToPlateSplitA
0.0031973031297821137,0.1769041121006012,3.391372653276233e-05,225968,traj_q1,0.0058235493071461435,PnPNovelFromTrayToCardboardboxSplitA
0.0033669367760864183,0.07065211236476898,3.2126989651920814e-05,246384,traj_q2,0.005668067541227858,PnPNovelFromTrayToCardboardboxSplitA
0.0032389220070103853,0.27209824323654175,3.121751266997083e-05,227824,traj_q3,0.0055872634330207515,PnPNovelFromTrayToCardboardboxSplitA
0.0032219619483648057,0.16344290971755981,3.007173079168898e-05,250096,traj_q4,0.005483769761002825,PnPNovelFromTrayToCardboardboxSplitA
0.003256034050289841,0.20891541242599487,3.564520433809981e-05,240352,traj_q1,0.005970360486444668,PnPNovelFromTrayToPlateSplitA
0.003406900761336727,0.12033803761005402,3.3629026725892935e-05,234784,traj_q2,0.005799053950938285,PnPNovelFromTrayToPlateSplitA
0.0029965749967591545,0.23905467987060547,2.5621094114840142e-05,236640,traj_q3,0.005061728372289464,PnPNovelFromTrayToPlateSplitA
0.0031306523866586854,0.1945667266845703,3.265709292897556e-05,238496,traj_q4,0.0057146384775395515,PnPNovelFromTrayToPlateSplitA
0.0031485932304106084,0.11595158278942108,3.028715806301252e-05,237568,traj_q1,0.005503376969008439,PnPNovelFromTrayToPotSplitA
0.003566565932281758,0.07982701063156128,3.581324198592225e-05,238032,traj_q2,0.005984416595284979,PnPNovelFromTrayToPotSplitA
0.0030227830511148123,0.0637047290802002,2.415836265075158e-05,233392,traj_q3,0.004915115731165603,PnPNovelFromTrayToPotSplitA
0.0031184044554737798,0.06332898139953613,2.6346273302345065e-05,241280,traj_q4,0.005132862096564164,PnPNovelFromTrayToPotSplitA
0.0030476837865649835,0.13600336015224457,3.0018017192336404e-05,231072,traj_q1,0.005478870065290507,PnPNovelFromTrayToTieredbasketSplitA
0.003206375117108571,0.09340164065361023,2.8615660389425097e-05,246848,traj_q2,0.00534936074586722,PnPNovelFromTrayToTieredbasketSplitA
0.0030279970036287776,0.07892975211143494,2.530646654973747e-05,229680,traj_q3,0.005030553304531965,PnPNovelFromTrayToTieredbasketSplitA
0.0031141732317157764,0.07397821545600891,2.6590787798376855e-05,242672,traj_q4,0.0051566256213125316,PnPNovelFromTrayToTieredbasketSplitA
0.0031959587753096204,0.13105465471744537,3.3623591124876295e-05,227360,traj_q1,0.005798585269259761,PnPNovelFromTrayToTieredshelfSplitA
